sample_name	latitude	longitude	country	location	depth	collection_date	collection_time	collection_timezone	biome	feature	material	env_package
ERS1949801	26.85	-102.14	Mexico	Cuatro Cienegas Basin	0.165	41087	0	UTC-6:00	freshwater environment	pond water	oligotrophic water	water
